,ZONEID,timestamp,Forecasted Total Load,Forecasted Zonal Load,Zonal Price
24655,1,10242013 07:00,17059,5255,51.24
24656,1,10242013 08:00,17714,5662,49.58
24657,1,10242013 09:00,18069,5924,50.34
24658,1,10242013 10:00,18241,6042,49.36
24659,1,10242013 11:00,18242,6074,47.57
24660,1,10242013 12:00,18150,6084,47.03
24661,1,10242013 13:00,18073,6080,44.45
24662,1,10242013 14:00,17992,6069,42.76
24663,1,10242013 15:00,17925,6066,42.08
24664,1,10242013 16:00,17953,6080,45.3
24665,1,10242013 17:00,18180,6099,48.67
24666,1,10242013 18:00,19036,6161,61.34
24667,1,10242013 19:00,19291,6122,54.6
24668,1,10242013 20:00,18755,5924,48.26
24669,1,10242013 21:00,17939,5703,41.78
24670,1,10242013 22:00,16732,5385,36.93
24671,1,10242013 23:00,15372,4973,33.12
24672,1,10252013 00:00,14165,4547,28.03
24673,1,10252013 01:00,13516,4335,28.6
24674,1,10252013 02:00,13096,4135,28.13
24675,1,10252013 03:00,12922,4033,27.24
24676,1,10252013 04:00,13014,4014,27.8
24677,1,10252013 05:00,13772,4226,30.74
24678,1,10252013 06:00,15349,4650,42.91
24679,1,10252013 07:00,17019,5232,49.86
24680,1,10252013 08:00,17721,5646,47.78
24681,1,10252013 09:00,18137,5916,50.04
24682,1,10252013 10:00,18342,6043,49.49
24683,1,10252013 11:00,18369,6080,46.33
24684,1,10252013 12:00,18282,6088,44.49
24685,1,10252013 13:00,18188,6067,42.9
24686,1,10252013 14:00,18067,6037,41.5
24687,1,10252013 15:00,17940,6012,41.17
24688,1,10252013 16:00,17911,6006,42.2
24689,1,10252013 17:00,18057,6014,46.52
24690,1,10252013 18:00,18827,6064,56.31
24691,1,10252013 19:00,18982,6012,52.43
24692,1,10252013 20:00,18354,5798,45.51
24693,1,10252013 21:00,17565,5572,39.82
24694,1,10252013 22:00,16525,5283,37.46
24695,1,10252013 23:00,15330,4929,32.56
24696,1,10262013 00:00,14305,4572,32.25
24697,1,10262013 01:00,13670,4362,30.16
24698,1,10262013 02:00,13192,4181,28.95
24699,1,10262013 03:00,12918,4081,28.02
24700,1,10262013 04:00,12928,4046,28.87
24701,1,10262013 05:00,13324,4147,30.37
24702,1,10262013 06:00,14069,4364,32.0
24703,1,10262013 07:00,14846,4591,32.92
24704,1,10262013 08:00,15312,4761,36.2
24705,1,10262013 09:00,16027,4994,38.28
24706,1,10262013 10:00,16511,5179,40.03
24707,1,10262013 11:00,16725,5315,38.26
24708,1,10262013 12:00,16742,5385,36.8
24709,1,10262013 13:00,16666,5403,35.21
24710,1,10262013 14:00,16518,5395,33.36
24711,1,10262013 15:00,16419,5371,33.2
24712,1,10262013 16:00,16471,5369,33.35
24713,1,10262013 17:00,16758,5385,39.11
24714,1,10262013 18:00,17679,5535,47.21
24715,1,10262013 19:00,17940,5607,46.45
24716,1,10262013 20:00,17459,5498,41.08
24717,1,10262013 21:00,16772,5331,35.73
24718,1,10262013 22:00,15877,5102,33.08
24719,1,10262013 23:00,14884,4824,30.35
24720,1,10272013 00:00,14092,4564,31.73
24721,1,10272013 01:00,13418,4231,28.66
24722,1,10272013 02:00,12913,4087,27.65
24723,1,10272013 03:00,12591,4002,27.05
24724,1,10272013 04:00,12557,3967,26.7
24725,1,10272013 05:00,12795,4006,28.55
24726,1,10272013 06:00,13370,4203,29.05
24727,1,10272013 07:00,13944,4365,29.26
24728,1,10272013 08:00,14269,4484,30.23
24729,1,10272013 09:00,14896,4692,32.08
24730,1,10272013 10:00,15373,4885,33.17
24731,1,10272013 11:00,15669,5046,34.11
24732,1,10272013 12:00,15784,5145,33.29
24733,1,10272013 13:00,15799,5197,32.06
24734,1,10272013 14:00,15721,5212,30.48
24735,1,10272013 15:00,15696,5209,30.52
24736,1,10272013 16:00,15845,5227,32.41
24737,1,10272013 17:00,16288,5284,35.72
24738,1,10272013 18:00,17343,5475,48.33
24739,1,10272013 19:00,17736,5570,45.31
24740,1,10272013 20:00,17378,5496,40.92
24741,1,10272013 21:00,16747,5360,36.32
24742,1,10272013 22:00,15777,5121,32.28
24743,1,10272013 23:00,14658,4781,29.63
24744,1,10282013 00:00,13873,4524,29.77
24745,1,10282013 01:00,13210,4199,25.82
24746,1,10282013 02:00,12928,4092,24.1
24747,1,10282013 03:00,12824,4039,24.32
24748,1,10282013 04:00,12956,4036,24.97
24749,1,10282013 05:00,13643,4189,30.96
24750,1,10282013 06:00,15351,4734,39.86
24751,1,10282013 07:00,17048,5338,45.49
24752,1,10282013 08:00,17732,5750,44.16
24753,1,10282013 09:00,18092,6012,47.35
24754,1,10282013 10:00,18263,6137,46.51
24755,1,10282013 11:00,18302,6177,48.44
24756,1,10282013 12:00,18213,6187,48.38
24757,1,10282013 13:00,18151,6186,47.85
24758,1,10282013 14:00,18022,6159,43.5
24759,1,10282013 15:00,17912,6129,42.42
24760,1,10282013 16:00,17985,6141,42.88
24761,1,10282013 17:00,18342,6182,44.78
24762,1,10282013 18:00,19222,6258,54.08
24763,1,10282013 19:00,19414,6206,50.98
24764,1,10282013 20:00,18910,6036,46.04
24765,1,10282013 21:00,18073,5802,38.58
24766,1,10282013 22:00,16820,5461,34.23
24767,1,10282013 23:00,15419,5001,30.03
24768,1,10292013 00:00,14365,4579,28.03
24769,1,10292013 01:00,13611,4316,26.21
24770,1,10292013 02:00,13250,4140,25.28
24771,1,10292013 03:00,13104,4057,24.85
24772,1,10292013 04:00,13234,4050,25.94
24773,1,10292013 05:00,13977,4248,29.74
24774,1,10292013 06:00,15660,4713,37.61
24775,1,10292013 07:00,17385,5328,47.44
24776,1,10292013 08:00,17981,5736,44.7
24777,1,10292013 09:00,18288,5998,48.58
24778,1,10292013 10:00,18409,6117,48.65
24779,1,10292013 11:00,18385,6152,48.62
24780,1,10292013 12:00,18228,6150,48.3
24781,1,10292013 13:00,18118,6144,47.8
24782,1,10292013 14:00,17960,6113,47.3
24783,1,10292013 15:00,17830,6087,47.17
24784,1,10292013 16:00,17910,6098,45.49
24785,1,10292013 17:00,18276,6151,48.31
24786,1,10292013 18:00,19187,6239,55.45
24787,1,10292013 19:00,19400,6187,51.76
24788,1,10292013 20:00,18912,6013,45.28
24789,1,10292013 21:00,18078,5786,39.05
24790,1,10292013 22:00,16812,5455,34.96
24791,1,10292013 23:00,15378,5000,30.51
24792,1,10302013 00:00,14276,4546,29.7
24793,1,10302013 01:00,13626,4348,27.62
24794,1,10302013 02:00,13220,4164,25.84
24795,1,10302013 03:00,13042,4075,25.8
24796,1,10302013 04:00,13147,4062,26.27
24797,1,10302013 05:00,13926,4266,31.22
24798,1,10302013 06:00,15530,4740,39.26
24799,1,10302013 07:00,17257,5373,44.67
24800,1,10302013 08:00,17879,5789,39.09
24801,1,10302013 09:00,18205,6049,44.74
24802,1,10302013 10:00,18342,6164,43.88
24803,1,10302013 11:00,18341,6196,46.8
24804,1,10302013 12:00,18229,6191,42.98
24805,1,10302013 13:00,18173,6191,42.63
24806,1,10302013 14:00,18042,6160,41.91
24807,1,10302013 15:00,17931,6135,41.55
24808,1,10302013 16:00,18006,6157,41.81
24809,1,10302013 17:00,18358,6221,43.36
24810,1,10302013 18:00,19191,6295,52.53
24811,1,10302013 19:00,19298,6212,50.15
24812,1,10302013 20:00,18785,6023,43.12
24813,1,10302013 21:00,17930,5779,36.67
24814,1,10302013 22:00,16665,5438,34.12
24815,1,10302013 23:00,15239,4984,31.31
24816,1,10312013 00:00,14126,4574,29.26
24817,1,10312013 01:00,13471,4327,25.89
24818,1,10312013 02:00,13128,4154,24.52
24819,1,10312013 03:00,12954,4067,24.29
24820,1,10312013 04:00,13046,4061,25.2
24821,1,10312013 05:00,13754,4269,29.01
24822,1,10312013 06:00,15447,4765,36.0
24823,1,10312013 07:00,17188,5417,40.59
24824,1,10312013 08:00,17869,5862,38.26
24825,1,10312013 09:00,18305,6163,46.37
24826,1,10312013 10:00,18533,6308,47.45
24827,1,10312013 11:00,18628,6377,47.41
24828,1,10312013 12:00,18606,6419,47.4
24829,1,10312013 13:00,18635,6460,47.39
24830,1,10312013 14:00,18578,6474,46.91
24831,1,10312013 15:00,18510,6480,46.76
24832,1,10312013 16:00,18620,6519,47.04
24833,1,10312013 17:00,18954,6576,48.03
24834,1,10312013 18:00,19641,6601,50.94
24835,1,10312013 19:00,19580,6473,47.85
24836,1,10312013 20:00,19042,6265,38.59
24837,1,10312013 21:00,18152,5996,34.46
24838,1,10312013 22:00,16846,5638,31.71
24839,1,10312013 23:00,15407,5190,29.12
24840,1,11012013 0:00,14265,4698,28.55
24841,1,11012013 1:00,13495,4451,24.88
24842,1,11012013 2:00,13124,4374,22.74
24843,1,11012013 3:00,12933,4326,21.97
24844,1,11012013 4:00,13002,4324,22.67
24845,1,11012013 5:00,13726,4431,28.25
24846,1,11012013 6:00,15515,5121,34.06
24847,1,11012013 7:00,17477,5897,42.4
24848,1,11012013 8:00,18321,6382,45.43
24849,1,11012013 9:00,18903,6731,48.2
24850,1,11012013 10:00,19272,6918,49.15
24851,1,11012013 11:00,19423,6991,50.33
24852,1,11012013 12:00,19387,7013,48.66
24853,1,11012013 13:00,19341,7013,48.05
24854,1,11012013 14:00,19214,6970,47.09
24855,1,11012013 15:00,19027,6919,46.71
24856,1,11012013 16:00,19101,6960,46.7
24857,1,11012013 17:00,19237,6917,48.03
24858,1,11012013 18:00,19697,6852,51.33
24859,1,11012013 19:00,19328,6632,48.0
24860,1,11012013 20:00,18711,6367,45.06
24861,1,11012013 21:00,17716,6037,35.68
24862,1,11012013 22:00,16616,5700,33.12
24863,1,11012013 23:00,15280,5298,31.82
24864,1,11022013 0:00,14109,4881,31.55
24865,1,11022013 1:00,13326,4476,27.41
24866,1,11022013 2:00,12972,4345,24.93
24867,1,11022013 3:00,12737,4268,24.09
24868,1,11022013 4:00,12726,4252,24.17
24869,1,11022013 5:00,12965,4285,24.6
24870,1,11022013 6:00,13965,4599,27.35
24871,1,11022013 7:00,14882,4912,27.54
24872,1,11022013 8:00,15304,5061,30.58
24873,1,11022013 9:00,15956,5309,34.83
24874,1,11022013 10:00,16433,5506,33.87
24875,1,11022013 11:00,16666,5642,33.38
24876,1,11022013 12:00,16670,5706,33.35
24877,1,11022013 13:00,16605,5721,33.32
24878,1,11022013 14:00,16458,5691,30.24
24879,1,11022013 15:00,16357,5673,30.37
24880,1,11022013 16:00,16530,5719,32.18
24881,1,11022013 17:00,16951,5751,37.57
24882,1,11022013 18:00,17808,5864,45.55
24883,1,11022013 19:00,17785,5869,44.14
24884,1,11022013 20:00,17407,5764,38.81
24885,1,11022013 21:00,16663,5558,35.88
24886,1,11022013 22:00,15873,5323,32.37
24887,1,11022013 23:00,14873,5031,30.82
24888,1,11032013 0:00,14005,4733,32.28
24889,1,11032013 1:00,13116,4225,27.46
24890,1,11032013 2:00,12882,4145,26.16
24891,1,11032013 3:00,12794,4144,24.12
24892,1,11032013 4:00,12385,4101,25.94
24893,1,11032013 5:00,12658,4078,22.27
24894,1,11032013 6:00,13179,4147,27.1
24895,1,11032013 7:00,13869,4298,28.34
24896,1,11032013 8:00,14741,4581,31.08
24897,1,11032013 9:00,15385,4855,35.23
24898,1,11032013 10:00,15810,5052,35.8
24899,1,11032013 11:00,15974,5156,36.11
24900,1,11032013 12:00,15970,5226,35.99
24901,1,11032013 13:00,15920,5229,35.52
24902,1,11032013 14:00,15845,5223,34.08
24903,1,11032013 15:00,15949,5272,34.47
24904,1,11032013 16:00,16547,5383,38.67
24905,1,11032013 17:00,17895,5695,52.64
24906,1,11032013 18:00,18305,5783,49.05
24907,1,11032013 19:00,18133,5733,47.34
24908,1,11032013 20:00,17837,5666,44.44
24909,1,11032013 21:00,17354,5552,39.17
24910,1,11032013 22:00,16429,5367,35.42
24911,1,11032013 23:00,15461,5113,35.08
24912,1,11042013 0:00,14728,4752,31.17
24913,1,11042013 1:00,14055,4454,28.77
24914,1,11042013 2:00,13709,4290,27.59
24915,1,11042013 3:00,13670,4248,27.78
24916,1,11042013 4:00,14027,4309,28.8
24917,1,11042013 5:00,14906,4535,33.31
24918,1,11042013 6:00,16616,5050,47.39
24919,1,11042013 7:00,17741,5534,49.95
24920,1,11042013 8:00,18369,5921,49.66
24921,1,11042013 9:00,18726,6181,50.0
24922,1,11042013 10:00,18850,6279,50.46
24923,1,11042013 11:00,18803,6324,48.33
24924,1,11042013 12:00,18688,6337,46.5
24925,1,11042013 13:00,18577,6325,45.69
24926,1,11042013 14:00,18418,6301,44.38
24927,1,11042013 15:00,18415,6343,45.27
24928,1,11042013 16:00,18889,6437,52.0
24929,1,11042013 17:00,20118,6647,78.59
24930,1,11042013 18:00,20356,6571,65.54
24931,1,11042013 19:00,19981,6409,54.53
24932,1,11042013 20:00,19409,6226,47.72
24933,1,11042013 21:00,18590,5999,43.88
24934,1,11042013 22:00,17285,5674,39.64
24935,1,11042013 23:00,16041,5277,33.13
24936,1,11052013 0:00,15130,4846,32.04
24937,1,11052013 1:00,14274,4475,29.0
24938,1,11052013 2:00,13796,4270,26.81
24939,1,11052013 3:00,13691,4202,26.77
24940,1,11052013 4:00,13949,4269,28.96
24941,1,11052013 5:00,14869,4481,33.66
24942,1,11052013 6:00,16551,4988,43.76
24943,1,11052013 7:00,17622,5470,46.47
24944,1,11052013 8:00,18250,5860,46.88
24945,1,11052013 9:00,18624,6120,44.68
24946,1,11052013 10:00,18773,6217,45.94
24947,1,11052013 11:00,18719,6246,44.13
24948,1,11052013 12:00,18632,6270,42.65
24949,1,11052013 13:00,18559,6274,41.58
24950,1,11052013 14:00,18425,6260,40.15
24951,1,11052013 15:00,18427,6308,40.52
24952,1,11052013 16:00,18946,6413,46.72
24953,1,11052013 17:00,20035,6601,67.43
24954,1,11052013 18:00,20164,6487,54.69
24955,1,11052013 19:00,19768,6310,47.6
24956,1,11052013 20:00,19198,6128,44.43
24957,1,11052013 21:00,18330,5897,36.69
24958,1,11052013 22:00,17008,5566,33.47
24959,1,11052013 23:00,15731,5162,31.08
24960,1,11062013 0:00,14708,4727,22.42
24961,1,11062013 1:00,13848,4375,21.12
24962,1,11062013 2:00,13342,4168,19.43
24963,1,11062013 3:00,13196,4095,19.59
24964,1,11062013 4:00,13499,4149,21.2
24965,1,11062013 5:00,14475,4409,24.72
24966,1,11062013 6:00,16194,4963,40.04
24967,1,11062013 7:00,17232,5442,40.89
24968,1,11062013 8:00,17877,5837,40.88
24969,1,11062013 9:00,18271,6068,40.39
24970,1,11062013 10:00,18465,6157,40.11
24971,1,11062013 11:00,18451,6204,39.38
24972,1,11062013 12:00,18413,6230,37.92
24973,1,11062013 13:00,18374,6235,37.67
24974,1,11062013 14:00,18255,6227,36.62
24975,1,11062013 15:00,18353,6309,37.25
24976,1,11062013 16:00,18899,6419,42.46
24977,1,11062013 17:00,19951,6593,59.18
24978,1,11062013 18:00,19894,6466,52.3
24979,1,11062013 19:00,19347,6270,42.14
24980,1,11062013 20:00,18694,6056,38.11
24981,1,11062013 21:00,17739,5816,33.03
24982,1,11062013 22:00,16402,5479,30.43
24983,1,11062013 23:00,15075,5054,26.05
24984,1,11072013 0:00,14139,4605,23.05
24985,1,11072013 1:00,13412,4304,19.02
24986,1,11072013 2:00,12971,4130,16.69
24987,1,11072013 3:00,12791,4058,16.65
24988,1,11072013 4:00,12922,4085,18.73
24989,1,11072013 5:00,13912,4354,23.37
24990,1,11072013 6:00,15703,4938,35.59
24991,1,11072013 7:00,16937,5490,35.72
24992,1,11072013 8:00,17630,5883,35.72
24993,1,11072013 9:00,18078,6125,38.72
24994,1,11072013 10:00,18289,6198,37.98
24995,1,11072013 11:00,18312,6232,37.32
24996,1,11072013 12:00,18258,6241,36.37
24997,1,11072013 13:00,18235,6227,35.9
24998,1,11072013 14:00,18133,6211,33.88
24999,1,11072013 15:00,18198,6244,35.15
25000,1,11072013 16:00,18656,6342,40.15
25001,1,11072013 17:00,19746,6512,55.79
25002,1,11072013 18:00,19733,6372,47.25
25003,1,11072013 19:00,19282,6177,39.07
25004,1,11072013 20:00,18690,5960,36.35
25005,1,11072013 21:00,17784,5718,31.76
25006,1,11072013 22:00,16562,5409,30.85
25007,1,11072013 23:00,15306,5001,25.8
25008,1,11082013 0:00,14369,4593,27.9
25009,1,11082013 1:00,13658,4296,24.56
25010,1,11082013 2:00,13268,4139,21.95
25011,1,11082013 3:00,13136,4072,21.93
25012,1,11082013 4:00,13342,4097,23.65
25013,1,11082013 5:00,14288,4343,28.29
25014,1,11082013 6:00,16045,4878,37.16
25015,1,11082013 7:00,17280,5405,35.99
25016,1,11082013 8:00,17946,5799,37.45
25017,1,11082013 9:00,18369,6065,36.91
25018,1,11082013 10:00,18546,6158,37.44
25019,1,11082013 11:00,18551,6205,37.17
25020,1,11082013 12:00,18409,6185,36.74
25021,1,11082013 13:00,18345,6169,35.87
25022,1,11082013 14:00,18183,6140,32.91
25023,1,11082013 15:00,18121,6143,33.95
25024,1,11082013 16:00,18482,6227,38.86
25025,1,11082013 17:00,19635,6429,52.43
25026,1,11082013 18:00,19640,6319,45.72
25027,1,11082013 19:00,19173,6112,40.72
25028,1,11082013 20:00,18683,5927,35.92
25029,1,11082013 21:00,17966,5728,31.79
25030,1,11082013 22:00,16871,5470,31.59
25031,1,11082013 23:00,15653,5121,30.41
25032,1,11092013 0:00,14644,4755,30.89
25033,1,11092013 1:00,14025,4467,25.59
25034,1,11092013 2:00,13653,4301,24.87
25035,1,11092013 3:00,13404,4214,24.35
25036,1,11092013 4:00,13012,4139,25.12
25037,1,11092013 5:00,13401,4152,29.0
25038,1,11092013 6:00,14168,4310,29.91
25039,1,11092013 7:00,15035,4558,29.68
25040,1,11092013 8:00,15890,4871,35.03
25041,1,11092013 9:00,16532,5163,35.37
25042,1,11092013 10:00,16835,5328,36.74
25043,1,11092013 11:00,16911,5415,35.2
25044,1,11092013 12:00,16818,5432,34.69
25045,1,11092013 13:00,16728,5423,31.56
25046,1,11092013 14:00,16610,5397,30.29
25047,1,11092013 15:00,16606,5368,30.3
25048,1,11092013 16:00,17064,5438,35.52
25049,1,11092013 17:00,18329,5745,47.46
25050,1,11092013 18:00,18496,5801,45.35
25051,1,11092013 19:00,18111,5702,37.82
25052,1,11092013 20:00,17693,5575,34.35
25053,1,11092013 21:00,17118,5438,31.89
25054,1,11092013 22:00,16270,5256,32.52
25055,1,11092013 23:00,15288,5000,30.9
25056,1,11102013 0:00,14240,4616,28.04
25057,1,11102013 1:00,13692,4365,23.16
25058,1,11102013 2:00,13341,4205,19.52
25059,1,11102013 3:00,13094,4127,18.47
25060,1,11102013 4:00,12592,4050,21.09
25061,1,11102013 5:00,12698,3998,22.09
25062,1,11102013 6:00,13237,4060,23.09
25063,1,11102013 7:00,14000,4255,20.89
25064,1,11102013 8:00,14789,4549,23.28
25065,1,11102013 9:00,15422,4852,25.99
25066,1,11102013 10:00,15820,5040,31.03
25067,1,11102013 11:00,16036,5160,31.74
25068,1,11102013 12:00,16035,5215,32.65
25069,1,11102013 13:00,16002,5221,31.45
25070,1,11102013 14:00,15967,5225,31.33
25071,1,11102013 15:00,16028,5209,26.65
25072,1,11102013 16:00,16634,5325,33.69
25073,1,11102013 17:00,18075,5679,48.14
25074,1,11102013 18:00,18397,5774,44.44
25075,1,11102013 19:00,18160,5725,39.02
25076,1,11102013 20:00,17821,5647,34.15
25077,1,11102013 21:00,17175,5504,32.13
25078,1,11102013 22:00,16224,5262,31.85
25079,1,11102013 23:00,15202,4950,29.14
25080,1,11112013 0:00,14141,4556,32.89
25081,1,11112013 1:00,13581,4300,27.33
25082,1,11112013 2:00,13285,4166,24.81
25083,1,11112013 3:00,13214,4097,24.68
25084,1,11112013 4:00,13587,4131,29.77
25085,1,11112013 5:00,14334,4353,28.88
25086,1,11112013 6:00,16088,4870,38.45
25087,1,11112013 7:00,17456,5453,44.16
25088,1,11112013 8:00,18073,5852,43.73
25089,1,11112013 9:00,18470,6138,46.63
25090,1,11112013 10:00,18655,6241,46.05
25091,1,11112013 11:00,18706,6300,46.09
25092,1,11112013 12:00,18626,6319,45.64
25093,1,11112013 13:00,18600,6321,44.57
25094,1,11112013 14:00,18481,6297,43.14
25095,1,11112013 15:00,18432,6267,42.95
25096,1,11112013 16:00,18992,6380,48.4
25097,1,11112013 17:00,20326,6625,66.4
25098,1,11112013 18:00,20378,6522,58.96
25099,1,11112013 19:00,19916,6336,50.04
25100,1,11112013 20:00,19212,6119,47.94
25101,1,11112013 21:00,18173,5860,40.59
25102,1,11112013 22:00,16822,5484,36.63
25103,1,11112013 23:00,15445,5024,32.25
25104,1,11122013 0:00,14355,4599,33.88
25105,1,11122013 1:00,13813,4348,31.02
25106,1,11122013 2:00,13550,4218,29.58
25107,1,11122013 3:00,13443,4147,29.65
25108,1,11122013 4:00,13719,4161,31.26
25109,1,11122013 5:00,14617,4397,35.57
25110,1,11122013 6:00,16386,4925,45.61
25111,1,11122013 7:00,17706,5507,49.0
25112,1,11122013 8:00,18350,5913,48.18
25113,1,11122013 9:00,18785,6197,49.48
25114,1,11122013 10:00,19022,6323,49.1
25115,1,11122013 11:00,19058,6376,49.6
25116,1,11122013 12:00,18970,6398,48.39
25117,1,11122013 13:00,18900,6408,48.1
25118,1,11122013 14:00,18815,6406,46.57
25119,1,11122013 15:00,18768,6393,47.51
25120,1,11122013 16:00,19352,6496,53.17
25121,1,11122013 17:00,20722,6746,76.42
25122,1,11122013 18:00,20823,6651,65.74
25123,1,11122013 19:00,20452,6474,56.0
25124,1,11122013 20:00,19811,6281,52.18
25125,1,11122013 21:00,18769,6018,46.35
25126,1,11122013 22:00,17397,5643,44.0
25127,1,11122013 23:00,16022,5191,35.91
25128,1,11132013 00:00,15145,4845,46.67
25129,1,11132013 01:00,14548,4562,38.69
25130,1,11132013 02:00,14231,4418,35.06
25131,1,11132013 03:00,14140,4347,33.94
25132,1,11132013 04:00,14497,4380,38.43
25133,1,11132013 05:00,15338,4618,45.94
25134,1,11132013 06:00,17018,5124,55.85
25135,1,11132013 07:00,18219,5674,56.3
25136,1,11132013 08:00,18755,6038,53.36
25137,1,11132013 09:00,19114,6303,54.53
25138,1,11132013 10:00,19285,6414,55.07
25139,1,11132013 11:00,19298,6464,52.91
25140,1,11132013 12:00,19203,6482,52.16
25141,1,11132013 13:00,19111,6471,51.11
25142,1,11132013 14:00,18997,6460,50.31
25143,1,11132013 15:00,18962,6447,49.05
25144,1,11132013 16:00,19513,6556,56.8
25145,1,11132013 17:00,20857,6794,85.41
25146,1,11132013 18:00,20929,6693,67.72
25147,1,11132013 19:00,20544,6511,60.11
25148,1,11132013 20:00,19937,6317,52.9
25149,1,11132013 21:00,18927,6064,50.76
25150,1,11132013 22:00,17610,5715,44.57
25151,1,11132013 23:00,16277,5287,38.9
25152,1,11142013 00:00,15249,4905,33.25
25153,1,11142013 01:00,14605,4617,31.66
25154,1,11142013 02:00,14257,4464,25.55
25155,1,11142013 03:00,14141,4387,24.68
25156,1,11142013 04:00,14511,4418,30.81
25157,1,11142013 05:00,15257,4650,37.98
25158,1,11142013 06:00,16843,5139,50.31
25159,1,11142013 07:00,17972,5646,52.64
25160,1,11142013 08:00,18556,6013,49.62
25161,1,11142013 09:00,18937,6275,51.5
25162,1,11142013 10:00,19118,6384,50.39
25163,1,11142013 11:00,19113,6432,48.68
25164,1,11142013 12:00,19014,6446,47.6
25165,1,11142013 13:00,18922,6436,46.17
25166,1,11142013 14:00,18806,6426,45.95
25167,1,11142013 15:00,18749,6403,46.71
25168,1,11142013 16:00,19251,6505,54.42
25169,1,11142013 17:00,20524,6722,75.09
25170,1,11142013 18:00,20569,6618,60.0
25171,1,11142013 19:00,20231,6438,55.7
25172,1,11142013 20:00,19663,6240,52.63
25173,1,11142013 21:00,18693,5983,47.28
25174,1,11142013 22:00,17443,5650,39.71
25175,1,11142013 23:00,16153,5226,35.73
25176,1,11152013 00:00,14848,4771,27.22
25177,1,11152013 01:00,14168,4483,24.39
25178,1,11152013 02:00,13765,4316,20.77
25179,1,11152013 03:00,13630,4227,20.3
25180,1,11152013 04:00,13952,4246,22.16
25181,1,11152013 05:00,14715,4483,29.05
25182,1,11152013 06:00,16367,5011,41.18
25183,1,11152013 07:00,17623,5559,43.39
25184,1,11152013 08:00,18306,5952,41.67
25185,1,11152013 09:00,18710,6221,43.29
25186,1,11152013 10:00,18942,6347,39.0
25187,1,11152013 11:00,18939,6384,38.97
25188,1,11152013 12:00,18827,6383,36.3
25189,1,11152013 13:00,18719,6359,35.7
25190,1,11152013 14:00,18566,6333,35.46
25191,1,11152013 15:00,18477,6306,34.24
25192,1,11152013 16:00,18934,6400,44.0
25193,1,11152013 17:00,20129,6588,56.76
25194,1,11152013 18:00,20050,6461,49.43
25195,1,11152013 19:00,19559,6261,43.25
25196,1,11152013 20:00,18960,6043,38.18
25197,1,11152013 21:00,18114,5799,34.34
25198,1,11152013 22:00,17007,5510,31.39
25199,1,11152013 23:00,15723,5118,30.4
25200,1,11162013 00:00,14378,4700,29.72
25201,1,11162013 01:00,13724,4436,23.47
25202,1,11162013 02:00,13305,4259,23.06
25203,1,11162013 03:00,13019,4158,21.24
25204,1,11162013 04:00,12688,4076,22.31
25205,1,11162013 05:00,12974,4089,25.18
25206,1,11162013 06:00,13702,4244,31.1
25207,1,11162013 07:00,14630,4521,25.04
25208,1,11162013 08:00,15560,4852,30.31
25209,1,11162013 09:00,16243,5171,33.58
25210,1,11162013 10:00,16657,5384,33.02
25211,1,11162013 11:00,16746,5478,32.21
25212,1,11162013 12:00,16638,5503,30.32
25213,1,11162013 13:00,16517,5492,28.71
25214,1,11162013 14:00,16398,5474,27.46
25215,1,11162013 15:00,16404,5467,27.38
25216,1,11162013 16:00,16993,5568,33.27
25217,1,11162013 17:00,18322,5841,44.0
25218,1,11162013 18:00,18433,5866,36.88
25219,1,11162013 19:00,18160,5773,33.61
25220,1,11162013 20:00,17717,5621,30.51
25221,1,11162013 21:00,17115,5450,28.24
25222,1,11162013 22:00,16199,5232,27.77
25223,1,11162013 23:00,15156,4947,25.95
25224,1,11172013 00:00,14022,4583,24.17
25225,1,11172013 01:00,13423,4346,20.48
25226,1,11172013 02:00,13000,4171,16.76
25227,1,11172013 03:00,12695,4078,16.33
25228,1,11172013 04:00,12238,3995,16.65
25229,1,11172013 05:00,12354,3988,19.33
25230,1,11172013 06:00,12888,4092,20.38
25231,1,11172013 07:00,13638,4296,19.23
25232,1,11172013 08:00,14507,4591,24.12
25233,1,11172013 09:00,15217,4908,28.54
25234,1,11172013 10:00,15730,5150,26.48
25235,1,11172013 11:00,15974,5302,26.25
25236,1,11172013 12:00,16010,5378,28.06
25237,1,11172013 13:00,15984,5406,26.45
25238,1,11172013 14:00,15966,5426,26.55
25239,1,11172013 15:00,16130,5462,27.41
25240,1,11172013 16:00,16898,5620,34.81
25241,1,11172013 17:00,18216,5915,45.32
25242,1,11172013 18:00,18278,5939,36.16
25243,1,11172013 19:00,17962,5873,34.72
25244,1,11172013 20:00,17459,5736,28.93
25245,1,11172013 21:00,16683,5528,28.2
25246,1,11172013 22:00,15656,5244,27.78
25247,1,11172013 23:00,14534,4884,22.73
25248,1,11182013 00:00,13705,4558,16.21
25249,1,11182013 01:00,13084,4330,15.96
25250,1,11182013 02:00,12718,4181,13.86
25251,1,11182013 03:00,12551,4115,14.04
25252,1,11182013 04:00,12799,4157,16.14
25253,1,11182013 05:00,13621,4405,23.01
25254,1,11182013 06:00,15416,4989,34.13
25255,1,11182013 07:00,16840,5604,38.25
25256,1,11182013 08:00,17578,6014,38.68
25257,1,11182013 09:00,18033,6276,40.85
25258,1,11182013 10:00,18301,6383,43.02
25259,1,11182013 11:00,18358,6438,40.59
25260,1,11182013 12:00,18254,6433,38.88
